"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TMAX"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-08-16","2.46","0.17","0.0","0.0","61"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-08-17","2.46","0.07","0.0","0.0","56"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-08-18","2.68","0.19","0.0","0.0","61"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-08-19","2.24","0.15","0.0","0.0","55"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-08-20","4.92","0.11","0.0","0.0","64"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-08-21","5.59","0.00","0.0","0.0","67"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-08-22","2.01","0.11","0.0","0.0","62"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-08-23","2.91","0.00","0.0","0.0","64"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-08-24","4.47","0.00","0.0","0.0","66"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-08-25","2.46","0.00","0.0","0.0","69"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-08-26","3.13","0.01","0.0","0.0","68"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-08-27","2.91","0.12","0.0","0.0","61"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-08-28","3.13","0.08","0.0","0.0","65"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-08-29","7.16","0.00","0.0","0.0","59"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-08-30","6.49","0.00","0.0","0.0","62"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-08-31","4.25","0.00","0.0","0.0","66"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-09-01","4.25","0.00","0.0","0.0","63"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-09-02","2.46","0.00","0.0","0.0","61"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-09-03","4.47","0.00","0.0","0.0","62"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-09-04","3.80","0.00","0.0","0.0","70"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-09-05","5.14","0.16","0.0","0.0","59"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-09-06","7.16","0.00","0.0","0.0","68"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-09-07","2.01","0.03","0.0","0.0","62"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-09-08","3.58","0.00","0.0","0.0","66"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-09-09","5.14","0.02","0.0","0.0","62"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-09-10","2.46","0.00","0.0","0.0","58"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-09-11","4.92","0.00","0.0","0.0","51"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-09-12","2.91","0.00","0.0","0.0","60"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-09-13","2.68","0.00","0.0","0.0","64"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-09-14","2.46","0.00","0.0","0.0","64"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-09-15","2.91","0.00","0.0","0.0","63"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-09-16","3.13","0.00","0.0","0.0","66"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-09-17","1.57","0.00","0.0","0.0","62"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-09-18","1.57","0.03","0.0","0.0","56"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-09-19","5.82","0.03","0.0","0.0","49"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-09-20","1.79","0.01","0.0","0.0","45"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-09-21","5.59","0.05","0.0","0.0","53"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-09-22","8.05","0.17","0.0","0.0","49"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-09-23","9.17","0.01","0.0","0.0","62"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-09-24","4.03","0.02","0.0","0.0","55"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-09-25","3.13","0.34","0.0","0.0","47"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-09-26","7.61","0.01","0.0","0.0","54"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-09-27","8.05","0.00","0.0","0.0","57"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-09-28","5.14","0.54","0.0","0.0","44"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-09-29","5.82","0.00","0.0","0.0","43"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-09-30","5.59","0.00","0.0","0.0","42"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-10-01","6.26","0.00","0.0","0.0","51"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-10-02","4.47","0.00","0.0","0.0","56"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-10-03","3.58","0.00","0.0","0.0","59"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-10-04","2.91","0.00","0.0","0.0","50"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-10-05","1.57","0.00","0.0","0.0","52"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-10-06","3.80","0.00","0.0","0.0","47"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-10-07","5.82","0.00","0.0","0.0","48"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-10-08","6.71","0.12","0.0","0.0","43"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-10-09","6.26","0.14","0.1","0.0","40"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-10-10","5.82","1.40","2.0","1.2","43"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-10-11","4.47","0.02","0.0","0.0","43"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-10-12","8.05","0.13","0.3","0.0","41"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-10-13","1.57","0.15","0.5","0.0","40"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-10-14","2.24","0.00","0.0","0.0","37"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-10-15","6.26","0.00","0.0","0.0","37"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-10-16","4.70","0.04","1.0","0.0","31"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-10-17","1.57","0.00","0.0","1.2","32"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-10-18","4.25","0.05","0.7","0.0","30"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-10-19","3.13","0.00","0.0","1.2","23"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-10-20","2.91","0.00","0.0","0.0","15"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-10-21","3.80","0.00","0.0","0.0","25"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-10-22","1.57","0.00","0.2","0.0","20"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-10-23","2.01","0.00","0.0","1.2","22"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-10-24","4.47","0.03","0.4","1.2","29"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-10-25","3.58","0.01","0.0","1.2","35"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-10-26","3.13","0.00","0.0","0.0","42"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-10-27","2.91","0.10","0.0","0.0","38"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-10-28","1.79","0.00","0.0","0.0","37"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-10-29","1.57","0.00","0.0","0.0","35"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-10-30","1.79","0.25","0.0","0.0","35"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-10-31","2.01","0.00","0.0","0.0","33"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-11-01","1.57","0.00","0.0","0.0","31"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-11-02","2.68","0.00","0.0","0.0","30"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-11-03","6.71","0.10","1.6","0.0","33"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-11-04","3.13","0.00","0.1","2.0","29"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-11-05","3.58","0.00","0.0","2.0","27"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-11-06","4.70","0.00","0.0","2.0","22"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-11-07","2.91","0.00","0.0","2.0","21"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-11-08","2.68","0.07","1.6","2.0","19"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-11-09","1.79","0.09","2.0","3.9","19"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-11-10","4.70","0.03","1.1","5.1","21"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-11-11","0.89","0.00","0.2","5.1","17"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-11-12","6.26","0.45","4.9","5.1","27"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-11-13","4.92","0.05","0.7","9.1","26"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-11-14","0.89","0.00","0.0","9.1","19"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-11-15","0.89","0.00","0.0","7.9","11"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-11-16","1.34","0.22","3.4","9.8","13"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-11-17","1.12","0.03","0.6","9.8","12"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-11-18","0.89","0.00","0.0","9.8","-10"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-11-19","0.89","0.00","0.0","9.1","5"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-11-20","1.34","0.00","0.0","9.1","-6"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-11-21","1.79","0.10","3.1","9.1","3"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-11-22","3.80","0.19","4.6","11.8","7"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-11-23","1.12","0.01","0.2","15.0","6"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-11-24","1.12","0.02","0.4","14.2","2"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-11-25","4.92","0.00","0.1","13.0","1"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-11-26","4.70","0.00","0.0","13.0","-10"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-11-27","1.12","0.00","0.0","11.8","-6"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-11-28","1.79","0.00","0.0","11.8","-3"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-11-29","0.67","0.00","0.0","11.0","6"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-11-30","0.45","0.00","0.0","11.0","6"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-12-01","0.45","0.00","0.0","11.0","9"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-12-02","1.12","0.00","0.0","11.0","15"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-12-03","1.79","0.02","0.3","11.0","22"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-12-04","2.46","0.00","0.0","11.0","27"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-12-05","3.80","0.00","0.0","11.0","28"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-12-06","2.91","0.05","0.6","9.8","31"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-12-07","6.49","0.01","0.0","11.0","37"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-12-08","2.01","0.00","0.0","9.8","34"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-12-09","2.01","0.00","0.0","9.8","23"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-12-10","3.36","0.00","0.0","9.8","29"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-12-11","4.47","0.00","0.0","9.8","38"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-12-12","1.57","0.00","0.0","9.8","28"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-12-13","4.47","0.00","0.0","9.8","41"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-12-14","1.34","0.00","0.0","9.8","20"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-12-15","2.46","0.00","0.3","9.8","27"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-12-16","2.01","0.06","1.1","9.8","26"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-12-17","0.89","0.02","0.1","11.0","23"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-12-18","1.12","0.01","0.1","11.8","23"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-12-19","1.79","0.14","2.5","11.8","29"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-12-20","4.92","0.07","1.4","14.2","29"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-12-21","3.13","0.00","0.0","14.2","15"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-12-22","1.34","0.00","0.0","14.2","7"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-12-23","1.12","0.00","0.0","13.0","3"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-12-24","0.22","0.00","0.0","13.0","-8"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-12-25","0.67","0.00","0.0","13.0","2"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-12-26","0.45","0.00","0.0","13.0","6"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-12-27","0.67","0.00","0.6","13.0","3"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-12-28","0.67","0.00","0.0","13.0","3"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-12-29","0.00","0.00","0.0","13.0","-15"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-12-30","0.45","0.00","0.0","13.0","-4"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2017-12-31","1.34","0.00","0.0","13.0","9"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-01-01","1.57","0.00","0.0","13.0","14"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-01-02","1.12","0.00","0.0","13.0","22"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-01-03","0.45","0.00","0.0","13.0","15"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-01-04","2.01","0.00","0.0","13.0","14"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-01-05","3.80","0.00","0.0","13.0","3"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-01-06","0.89","0.00","0.0","13.0","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-01-07","0.22","0.00","0.0","13.0","-8"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-01-08","5.14","0.00","0.0","13.0","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-01-09","7.83","0.00","0.0","13.0","2"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-01-10","0.89","0.00","0.0","13.0","1"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-01-11","1.12","0.00","0.0","13.0","1"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-01-12","1.12","0.00","0.0","13.0","-7"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-01-13","2.01","0.00","0.0","13.0","14"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-01-14","3.36","0.00","0.0","13.0","29"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-01-15","1.57","0.00","0.0","13.0","26"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-01-16","2.46","0.15","1.3","13.0","33"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-01-17","2.01","0.55","6.1","18.9","33"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-01-18","0.67","0.06","1.1","18.9","23"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-01-19","2.01","0.12","2.0","18.9","17"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-01-20","4.03","0.01","0.3","20.9","8"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-01-21","0.22","0.00","0.0","20.9","-12"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-01-22","0.22","0.13","1.8","20.1","-7"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-01-23","3.36","0.07","1.2","22.0","-9"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-01-24","0.67","0.00","0.0","22.0","-23"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-01-25","0.67","0.01","0.3","22.0","-22"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-01-26","0.67","0.00","0.0","22.0","-13"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-01-27","0.00","0.00","0.0","22.0","-9"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-01-28","0.22","0.00","0.0","22.0","-16"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-01-29","0.00","0.00","0.0","22.0","-21"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-01-30","0.89","0.00","0.0","22.0","-13"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-01-31","1.12","0.00","0.0","22.0","-5"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-02-01","0.89","0.00","0.0","20.1","-17"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-02-02","1.79","0.00","0.0","20.1","-12"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-02-03","1.12","0.00","0.0","20.1","-8"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-02-04","0.00","0.00","0.0","20.1","-6"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-02-05","1.12","0.00","0.0","20.1","-7"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-02-06","0.22","0.00","0.0","20.1","-5"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-02-07","0.67","0.00","0.0","20.1","-11"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-02-08","0.22","0.00","0.0","20.1","-8"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-02-09","0.00","0.00","0.0","20.1","-3"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-02-10","0.45","0.00","0.0","20.1","-5"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-02-11","2.24","0.04","0.8","20.1","15"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-02-12","2.91","0.16","2.3","20.9","26"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-02-13","8.05","0.04","0.6","22.0","30"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-02-14","2.01","0.32","4.8","22.0","28"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-02-15","7.83","0.05","0.6","27.2","30"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-02-16","3.58","0.00","0.0","26.0","23"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-02-17","2.46","0.01","0.2","26.0","20"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-02-18","4.25","0.03","0.5","26.0","25"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-02-19","1.79","0.00","0.1","26.0","28"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-02-20","6.26","0.03","0.6","26.0","34"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-02-21","1.34","0.07","0.7","25.2","24"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-02-22","6.04","0.32","3.6","26.0","32"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-02-23","9.84","0.04","1.4","29.1","24"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-02-24","4.03","0.00","0.0","28.0","11"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-02-25","10.51","0.00","0.0","28.0","10"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-02-26","7.83","0.32","5.0","28.0","17"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-02-27","7.61","0.13","2.2","31.1","17"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-02-28","5.37","0.00","0.0","31.9","4"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-03-01","3.36","0.00","0.0","31.1","7"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-03-02","3.13","0.00","0.0","29.9","13"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-03-03","3.58","0.12","1.6","29.9","16"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-03-04","3.80","0.00","0.0","29.1","19"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-03-05","2.46","0.09","1.3","31.1","18"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-03-06","2.91","0.01","0.3","29.9","27"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-03-07","1.34","0.00","0.0","29.9","24"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-03-08","4.25","0.00","0.0","29.9","25"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-03-09","6.71","0.00","0.0","29.1","29"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-03-10","1.57","0.00","0.0","29.1","29"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-03-11","0.67","0.00","0.0","29.1","27"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-03-12","2.01","0.00","0.0","28.0","29"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-03-13","4.92","0.00","0.0","28.0","40"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-03-14","4.25","0.19","2.2","28.0","30"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-03-15","4.25","0.00","0.0","29.1","26"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-03-16","4.25","0.04","1.2","29.9","25"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-03-17","0.89","0.02","0.3","29.1","36"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-03-18","2.01","0.00","0.0","29.1","31"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-03-19","7.83","0.03","0.4","29.1","33"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-03-20","6.93","0.00","0.1","29.1","32"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-03-21","3.58","0.00","0.0","29.1","23"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-03-22","3.58","0.00","0.0","29.1","29"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-03-23","5.82","0.00","0.0","28.0","37"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-03-24","3.80","0.00","0.0","28.0","30"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-03-25","8.95","0.00","0.0","28.0","32"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-03-26","8.28","0.00","0.0","28.0","31"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-03-27","2.68","0.00","0.0","28.0","33"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-03-28","1.57","0.00","0.0","27.2","34"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-03-29","3.36","0.00","0.0","27.2","34"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-03-30","2.91","0.00","0.0","27.2","32"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","2018-03-31","2.91","0.08","1.5","27.2","29"
