Date,Holiday,WeekDay,Month,Day,Year
3/4/2019,After Weekend,Monday,3,4,2019
3/8/2019,Before Weekend,Friday,3,8,2019
3/11/2019,After Weekend,Monday,3,11,2019
3/15/2019,Before Weekend,Friday,3,15,2019
3/18/2019,After Weekend,Monday,3,18,2019
3/22/2019,Before Weekend,Friday,3,22,2019
3/25/2019,After Weekend,Monday,3,25,2019
3/29/2019,Before Weekend,Friday,3,29,2019
4/1/2019,After Weekend,Monday,4,1,2019
4/5/2019,Before Weekend,Friday,4,5,2019
4/8/2019,After Weekend,Monday,4,8,2019
4/12/2019,Before Weekend,Friday,4,12,2019
4/15/2019,After Weekend,Monday,4,15,2019
4/19/2019,Before Weekend,Friday,4,19,2019
4/22/2019,After Weekend,Monday,4,22,2019
4/26/2019,Before Weekend,Friday,4,26,2019
4/29/2019,After Weekend,Monday,4,29,2019
5/3/2019,Before Weekend,Friday,5,3,2019
5/6/2019,After Weekend,Monday,5,6,2019
5/10/2019,Before Weekend,Friday,5,10,2019
5/13/2019,After Weekend,Monday,5,13,2019
5/17/2019,Before Weekend,Friday,5,17,2019
5/20/2019,After Weekend,Monday,5,20,2019
5/24/2019,Before Weekend,Friday,5,24,2019
5/27/2019,After Weekend,Monday,5,27,2019
5/31/2019,Before Weekend,Friday,5,31,2019
6/3/2019,After Weekend,Monday,6,3,2019
6/7/2019,Before Weekend,Friday,6,7,2019
6/10/2019,After Weekend,Monday,6,10,2019
6/14/2019,Before Weekend,Friday,6,14,2019
6/17/2019,After Weekend,Monday,6,17,2019
6/21/2019,Before Weekend,Friday,6,21,2019
6/24/2019,After Weekend,Monday,6,24,2019
6/28/2019,Before Weekend,Friday,6,28,2019
7/1/2019,After Weekend,Monday,7,1,2019
7/5/2019,Before Weekend,Friday,7,5,2019
7/8/2019,After Weekend,Monday,7,8,2019
7/12/2019,Before Weekend,Friday,7,12,2019
7/15/2019,After Weekend,Monday,7,15,2019
7/19/2019,Before Weekend,Friday,7,19,2019
7/22/2019,After Weekend,Monday,7,22,2019
7/26/2019,Before Weekend,Friday,7,26,2019
7/29/2019,After Weekend,Monday,7,29,2019
8/2/2019,Before Weekend,Friday,8,2,2019
8/5/2019,After Weekend,Monday,8,5,2019
8/9/2019,Before Weekend,Friday,8,9,2019
8/12/2019,After Weekend,Monday,8,12,2019
8/16/2019,Before Weekend,Friday,8,16,2019
8/19/2019,After Weekend,Monday,8,19,2019
8/23/2019,Before Weekend,Friday,8,23,2019
8/26/2019,After Weekend,Monday,8,26,2019
8/30/2019,Before Weekend,Friday,8,30,2019
9/2/2019,After Weekend,Monday,9,2,2019
9/6/2019,Before Weekend,Friday,9,6,2019
9/9/2019,After Weekend,Monday,9,9,2019
9/13/2019,Before Weekend,Friday,9,13,2019
9/16/2019,After Weekend,Monday,9,16,2019
9/20/2019,Before Weekend,Friday,9,20,2019
9/23/2019,After Weekend,Monday,9,23,2019
9/27/2019,Before Weekend,Friday,9,27,2019
9/30/2019,After Weekend,Monday,9,30,2019
10/4/2019,Before Weekend,Friday,10,4,2019
10/7/2019,After Weekend,Monday,10,7,2019
10/11/2019,Before Weekend,Friday,10,11,2019
10/14/2019,After Weekend,Monday,10,14,2019
10/18/2019,Before Weekend,Friday,10,18,2019
10/21/2019,After Weekend,Monday,10,21,2019
10/25/2019,Before Weekend,Friday,10,25,2019
10/28/2019,After Weekend,Monday,10,28,2019
11/1/2019,Before Weekend,Friday,11,1,2019
11/4/2019,After Weekend,Monday,11,4,2019
11/8/2019,Before Weekend,Friday,11,8,2019
11/11/2019,After Weekend,Monday,11,11,2019
11/15/2019,Before Weekend,Friday,11,15,2019
11/18/2019,After Weekend,Monday,11,18,2019
11/22/2019,Before Weekend,Friday,11,22,2019
11/25/2019,After Weekend,Monday,11,25,2019
11/29/2019,Before Weekend,Friday,11,29,2019
12/2/2019,After Weekend,Monday,12,2,2019
12/6/2019,Before Weekend,Friday,12,6,2019
12/9/2019,After Weekend,Monday,12,9,2019
12/13/2019,Before Weekend,Friday,12,13,2019
12/16/2019,After Weekend,Monday,12,16,2019
12/20/2019,Before Weekend,Friday,12,20,2019
12/23/2019,After Weekend,Monday,12,23,2019
12/27/2019,Before Weekend,Friday,12,27,2019
12/30/2019,After Weekend,Monday,12,30,2019
1/3/2020,Before Weekend,Friday,1,3,2020
1/6/2020,After Weekend,Monday,1,6,2020
1/10/2020,Before Weekend,Friday,1,10,2020
1/13/2020,After Weekend,Monday,1,13,2020
1/17/2020,Before Weekend,Friday,1,17,2020
1/20/2020,After Weekend,Monday,1,20,2020
1/24/2020,Before Weekend,Friday,1,24,2020
1/27/2020,After Weekend,Monday,1,27,2020
1/31/2020,Before Weekend,Friday,1,31,2020
2/3/2020,After Weekend,Monday,2,3,2020
2/7/2020,Before Weekend,Friday,2,7,2020
2/10/2020,After Weekend,Monday,2,10,2020
2/14/2020,Before Weekend,Friday,2,14,2020
2/17/2020,After Weekend,Monday,2,17,2020
2/21/2020,Before Weekend,Friday,2,21,2020
2/24/2020,After Weekend,Monday,2,24,2020
2/28/2020,Before Weekend,Friday,2,28,2020
3/2/2020,After Weekend,Monday,3,2,2020
3/6/2020,Before Weekend,Friday,3,6,2020
3/9/2020,After Weekend,Monday,3,9,2020
3/13/2020,Before Weekend,Friday,3,13,2020
3/16/2020,After Weekend,Monday,3,16,2020
3/20/2020,Before Weekend,Friday,3,20,2020
3/23/2020,After Weekend,Monday,3,23,2020
3/27/2020,Before Weekend,Friday,3,27,2020
3/30/2020,After Weekend,Monday,3,30,2020
4/3/2020,Before Weekend,Friday,4,3,2020
4/6/2020,After Weekend,Monday,4,6,2020
4/10/2020,Before Weekend,Friday,4,10,2020
4/13/2020,After Weekend,Monday,4,13,2020
4/17/2020,Before Weekend,Friday,4,17,2020
4/20/2020,After Weekend,Monday,4,20,2020
4/24/2020,Before Weekend,Friday,4,24,2020
4/27/2020,After Weekend,Monday,4,27,2020
5/1/2020,Before Weekend,Friday,5,1,2020
5/4/2020,After Weekend,Monday,5,4,2020
5/8/2020,Before Weekend,Friday,5,8,2020
5/11/2020,After Weekend,Monday,5,11,2020
5/15/2020,Before Weekend,Friday,5,15,2020
5/18/2020,After Weekend,Monday,5,18,2020
5/22/2020,Before Weekend,Friday,5,22,2020
5/25/2020,After Weekend,Monday,5,25,2020
5/29/2020,Before Weekend,Friday,5,29,2020
6/1/2020,After Weekend,Monday,6,1,2020
6/5/2020,Before Weekend,Friday,6,5,2020
6/8/2020,After Weekend,Monday,6,8,2020
6/12/2020,Before Weekend,Friday,6,12,2020
6/15/2020,After Weekend,Monday,6,15,2020
6/19/2020,Before Weekend,Friday,6,19,2020
6/22/2020,After Weekend,Monday,6,22,2020
6/26/2020,Before Weekend,Friday,6,26,2020
6/29/2020,After Weekend,Monday,6,29,2020
7/3/2020,Before Weekend,Friday,7,3,2020
7/6/2020,After Weekend,Monday,7,6,2020
7/10/2020,Before Weekend,Friday,7,10,2020
7/13/2020,After Weekend,Monday,7,13,2020
7/17/2020,Before Weekend,Friday,7,17,2020
7/20/2020,After Weekend,Monday,7,20,2020
7/24/2020,Before Weekend,Friday,7,24,2020
7/27/2020,After Weekend,Monday,7,27,2020
7/31/2020,Before Weekend,Friday,7,31,2020
8/3/2020,After Weekend,Monday,8,3,2020
8/7/2020,Before Weekend,Friday,8,7,2020
8/10/2020,After Weekend,Monday,8,10,2020
8/14/2020,Before Weekend,Friday,8,14,2020
8/17/2020,After Weekend,Monday,8,17,2020
8/21/2020,Before Weekend,Friday,8,21,2020
8/24/2020,After Weekend,Monday,8,24,2020
8/28/2020,Before Weekend,Friday,8,28,2020
8/31/2020,After Weekend,Monday,8,31,2020
9/4/2020,Before Weekend,Friday,9,4,2020
9/7/2020,After Weekend,Monday,9,7,2020
9/11/2020,Before Weekend,Friday,9,11,2020
9/14/2020,After Weekend,Monday,9,14,2020
9/18/2020,Before Weekend,Friday,9,18,2020
9/21/2020,After Weekend,Monday,9,21,2020
9/25/2020,Before Weekend,Friday,9,25,2020
9/28/2020,After Weekend,Monday,9,28,2020
10/2/2020,Before Weekend,Friday,10,2,2020
10/5/2020,After Weekend,Monday,10,5,2020
10/9/2020,Before Weekend,Friday,10,9,2020
10/12/2020,After Weekend,Monday,10,12,2020
10/16/2020,Before Weekend,Friday,10,16,2020
10/19/2020,After Weekend,Monday,10,19,2020
10/23/2020,Before Weekend,Friday,10,23,2020
10/26/2020,After Weekend,Monday,10,26,2020
10/30/2020,Before Weekend,Friday,10,30,2020
11/2/2020,After Weekend,Monday,11,2,2020
11/6/2020,Before Weekend,Friday,11,6,2020
11/9/2020,After Weekend,Monday,11,9,2020
11/13/2020,Before Weekend,Friday,11,13,2020
11/16/2020,After Weekend,Monday,11,16,2020
11/20/2020,Before Weekend,Friday,11,20,2020
11/23/2020,After Weekend,Monday,11,23,2020
11/27/2020,Before Weekend,Friday,11,27,2020
11/30/2020,After Weekend,Monday,11,30,2020
12/4/2020,Before Weekend,Friday,12,4,2020
12/7/2020,After Weekend,Monday,12,7,2020
12/11/2020,Before Weekend,Friday,12,11,2020
12/14/2020,After Weekend,Monday,12,14,2020
12/18/2020,Before Weekend,Friday,12,18,2020
12/21/2020,After Weekend,Monday,12,21,2020
12/25/2020,Before Weekend,Friday,12,25,2020
12/28/2020,After Weekend,Monday,12,28,2020
1/1/2021,Before Weekend,Friday,1,1,2021
1/4/2021,After Weekend,Monday,1,4,2021
1/8/2021,Before Weekend,Friday,1,8,2021
1/11/2021,After Weekend,Monday,1,11,2021
1/15/2021,Before Weekend,Friday,1,15,2021
1/18/2021,After Weekend,Monday,1,18,2021
1/22/2021,Before Weekend,Friday,1,22,2021
1/25/2021,After Weekend,Monday,1,25,2021
1/29/2021,Before Weekend,Friday,1,29,2021
2/1/2021,After Weekend,Monday,2,1,2021
2/5/2021,Before Weekend,Friday,2,5,2021
2/8/2021,After Weekend,Monday,2,8,2021
2/12/2021,Before Weekend,Friday,2,12,2021
2/15/2021,After Weekend,Monday,2,15,2021
2/19/2021,Before Weekend,Friday,2,19,2021
2/22/2021,After Weekend,Monday,2,22,2021
2/26/2021,Before Weekend,Friday,2,26,2021
3/1/2021,After Weekend,Monday,3,1,2021
3/5/2021,Before Weekend,Friday,3,5,2021
3/8/2021,After Weekend,Monday,3,8,2021
3/12/2021,Before Weekend,Friday,3,12,2021
3/15/2021,After Weekend,Monday,3,15,2021
3/19/2021,Before Weekend,Friday,3,19,2021
3/22/2021,After Weekend,Monday,3,22,2021
3/26/2021,Before Weekend,Friday,3,26,2021
3/29/2021,After Weekend,Monday,3,29,2021
4/2/2021,Before Weekend,Friday,4,2,2021
4/5/2021,After Weekend,Monday,4,5,2021
4/9/2021,Before Weekend,Friday,4,9,2021
4/12/2021,After Weekend,Monday,4,12,2021
4/16/2021,Before Weekend,Friday,4,16,2021
4/19/2021,After Weekend,Monday,4,19,2021
4/23/2021,Before Weekend,Friday,4,23,2021
4/26/2021,After Weekend,Monday,4,26,2021
4/30/2021,Before Weekend,Friday,4,30,2021
5/3/2021,After Weekend,Monday,5,3,2021
5/7/2021,Before Weekend,Friday,5,7,2021
5/10/2021,After Weekend,Monday,5,10,2021
5/14/2021,Before Weekend,Friday,5,14,2021
5/17/2021,After Weekend,Monday,5,17,2021
5/21/2021,Before Weekend,Friday,5,21,2021
5/24/2021,After Weekend,Monday,5,24,2021
5/28/2021,Before Weekend,Friday,5,28,2021
5/31/2021,After Weekend,Monday,5,31,2021
6/4/2021,Before Weekend,Friday,6,4,2021
6/7/2021,After Weekend,Monday,6,7,2021
6/11/2021,Before Weekend,Friday,6,11,2021
6/14/2021,After Weekend,Monday,6,14,2021
6/18/2021,Before Weekend,Friday,6,18,2021
6/21/2021,After Weekend,Monday,6,21,2021
6/25/2021,Before Weekend,Friday,6,25,2021
6/28/2021,After Weekend,Monday,6,28,2021
7/2/2021,Before Weekend,Friday,7,2,2021
7/5/2021,After Weekend,Monday,7,5,2021
7/9/2021,Before Weekend,Friday,7,9,2021
7/12/2021,After Weekend,Monday,7,12,2021
7/16/2021,Before Weekend,Friday,7,16,2021
7/19/2021,After Weekend,Monday,7,19,2021
7/23/2021,Before Weekend,Friday,7,23,2021
7/26/2021,After Weekend,Monday,7,26,2021
7/30/2021,Before Weekend,Friday,7,30,2021
8/2/2021,After Weekend,Monday,8,2,2021
8/6/2021,Before Weekend,Friday,8,6,2021
8/9/2021,After Weekend,Monday,8,9,2021
8/13/2021,Before Weekend,Friday,8,13,2021
8/16/2021,After Weekend,Monday,8,16,2021
8/20/2021,Before Weekend,Friday,8,20,2021
8/23/2021,After Weekend,Monday,8,23,2021
8/27/2021,Before Weekend,Friday,8,27,2021
8/30/2021,After Weekend,Monday,8,30,2021
9/3/2021,Before Weekend,Friday,9,3,2021
9/6/2021,After Weekend,Monday,9,6,2021
9/10/2021,Before Weekend,Friday,9,10,2021
9/13/2021,After Weekend,Monday,9,13,2021
9/17/2021,Before Weekend,Friday,9,17,2021
9/20/2021,After Weekend,Monday,9,20,2021
9/24/2021,Before Weekend,Friday,9,24,2021
9/27/2021,After Weekend,Monday,9,27,2021
10/1/2021,Before Weekend,Friday,10,1,2021
10/4/2021,After Weekend,Monday,10,4,2021
10/8/2021,Before Weekend,Friday,10,8,2021
10/11/2021,After Weekend,Monday,10,11,2021
10/15/2021,Before Weekend,Friday,10,15,2021
10/18/2021,After Weekend,Monday,10,18,2021
10/22/2021,Before Weekend,Friday,10,22,2021
10/25/2021,After Weekend,Monday,10,25,2021
10/29/2021,Before Weekend,Friday,10,29,2021
11/1/2021,After Weekend,Monday,11,1,2021
11/5/2021,Before Weekend,Friday,11,5,2021
11/8/2021,After Weekend,Monday,11,8,2021
11/12/2021,Before Weekend,Friday,11,12,2021
11/15/2021,After Weekend,Monday,11,15,2021
11/19/2021,Before Weekend,Friday,11,19,2021
11/22/2021,After Weekend,Monday,11,22,2021
11/26/2021,Before Weekend,Friday,11,26,2021
11/29/2021,After Weekend,Monday,11,29,2021
12/3/2021,Before Weekend,Friday,12,3,2021
12/6/2021,After Weekend,Monday,12,6,2021
12/10/2021,Before Weekend,Friday,12,10,2021
12/13/2021,After Weekend,Monday,12,13,2021
12/17/2021,Before Weekend,Friday,12,17,2021
12/20/2021,After Weekend,Monday,12,20,2021
12/24/2021,Before Weekend,Friday,12,24,2021
12/27/2021,After Weekend,Monday,12,27,2021
12/31/2021,Before Weekend,Friday,12,31,2021
1/3/2022,After Weekend,Monday,1,3,2022
1/7/2022,Before Weekend,Friday,1,7,2022
1/10/2022,After Weekend,Monday,1,10,2022
1/14/2022,Before Weekend,Friday,1,14,2022
1/17/2022,After Weekend,Monday,1,17,2022
1/21/2022,Before Weekend,Friday,1,21,2022
1/24/2022,After Weekend,Monday,1,24,2022
1/28/2022,Before Weekend,Friday,1,28,2022
1/31/2022,After Weekend,Monday,1,31,2022
2/4/2022,Before Weekend,Friday,2,4,2022
2/7/2022,After Weekend,Monday,2,7,2022
2/11/2022,Before Weekend,Friday,2,11,2022
2/14/2022,After Weekend,Monday,2,14,2022
2/18/2022,Before Weekend,Friday,2,18,2022
2/21/2022,After Weekend,Monday,2,21,2022
2/25/2022,Before Weekend,Friday,2,25,2022
2/28/2022,After Weekend,Monday,2,28,2022
3/4/2022,Before Weekend,Friday,3,4,2022
3/7/2022,After Weekend,Monday,3,7,2022
3/11/2022,Before Weekend,Friday,3,11,2022
3/14/2022,After Weekend,Monday,3,14,2022
3/18/2022,Before Weekend,Friday,3,18,2022
3/21/2022,After Weekend,Monday,3,21,2022
3/25/2022,Before Weekend,Friday,3,25,2022
3/28/2022,After Weekend,Monday,3,28,2022
4/1/2022,Before Weekend,Friday,4,1,2022
4/4/2022,After Weekend,Monday,4,4,2022
4/8/2022,Before Weekend,Friday,4,8,2022
4/11/2022,After Weekend,Monday,4,11,2022
4/15/2022,Before Weekend,Friday,4,15,2022
4/18/2022,After Weekend,Monday,4,18,2022
4/22/2022,Before Weekend,Friday,4,22,2022
4/25/2022,After Weekend,Monday,4,25,2022
4/29/2022,Before Weekend,Friday,4,29,2022
5/2/2022,After Weekend,Monday,5,2,2022
5/6/2022,Before Weekend,Friday,5,6,2022
5/9/2022,After Weekend,Monday,5,9,2022
5/13/2022,Before Weekend,Friday,5,13,2022
5/16/2022,After Weekend,Monday,5,16,2022
5/20/2022,Before Weekend,Friday,5,20,2022
5/23/2022,After Weekend,Monday,5,23,2022
5/27/2022,Before Weekend,Friday,5,27,2022
5/30/2022,After Weekend,Monday,5,30,2022
6/3/2022,Before Weekend,Friday,6,3,2022
6/6/2022,After Weekend,Monday,6,6,2022
6/10/2022,Before Weekend,Friday,6,10,2022
6/13/2022,After Weekend,Monday,6,13,2022
6/17/2022,Before Weekend,Friday,6,17,2022
6/20/2022,After Weekend,Monday,6,20,2022
6/24/2022,Before Weekend,Friday,6,24,2022
6/27/2022,After Weekend,Monday,6,27,2022
7/1/2022,Before Weekend,Friday,7,1,2022
7/4/2022,After Weekend,Monday,7,4,2022
7/8/2022,Before Weekend,Friday,7,8,2022
7/11/2022,After Weekend,Monday,7,11,2022
7/15/2022,Before Weekend,Friday,7,15,2022
7/18/2022,After Weekend,Monday,7,18,2022
7/22/2022,Before Weekend,Friday,7,22,2022
7/25/2022,After Weekend,Monday,7,25,2022
7/29/2022,Before Weekend,Friday,7,29,2022
8/1/2022,After Weekend,Monday,8,1,2022
8/5/2022,Before Weekend,Friday,8,5,2022
8/8/2022,After Weekend,Monday,8,8,2022
8/12/2022,Before Weekend,Friday,8,12,2022
8/15/2022,After Weekend,Monday,8,15,2022
8/19/2022,Before Weekend,Friday,8,19,2022
8/22/2022,After Weekend,Monday,8,22,2022
8/26/2022,Before Weekend,Friday,8,26,2022
8/29/2022,After Weekend,Monday,8,29,2022
9/2/2022,Before Weekend,Friday,9,2,2022
9/5/2022,After Weekend,Monday,9,5,2022
9/9/2022,Before Weekend,Friday,9,9,2022
9/12/2022,After Weekend,Monday,9,12,2022
9/16/2022,Before Weekend,Friday,9,16,2022
9/19/2022,After Weekend,Monday,9,19,2022
9/23/2022,Before Weekend,Friday,9,23,2022
9/26/2022,After Weekend,Monday,9,26,2022
9/30/2022,Before Weekend,Friday,9,30,2022
10/3/2022,After Weekend,Monday,10,3,2022
10/7/2022,Before Weekend,Friday,10,7,2022
10/10/2022,After Weekend,Monday,10,10,2022
10/14/2022,Before Weekend,Friday,10,14,2022
10/17/2022,After Weekend,Monday,10,17,2022
10/21/2022,Before Weekend,Friday,10,21,2022
10/24/2022,After Weekend,Monday,10,24,2022
10/28/2022,Before Weekend,Friday,10,28,2022
10/31/2022,After Weekend,Monday,10,31,2022
11/4/2022,Before Weekend,Friday,11,4,2022
11/7/2022,After Weekend,Monday,11,7,2022
11/11/2022,Before Weekend,Friday,11,11,2022
11/14/2022,After Weekend,Monday,11,14,2022
11/18/2022,Before Weekend,Friday,11,18,2022
11/21/2022,After Weekend,Monday,11,21,2022
11/25/2022,Before Weekend,Friday,11,25,2022
11/28/2022,After Weekend,Monday,11,28,2022
12/2/2022,Before Weekend,Friday,12,2,2022
12/5/2022,After Weekend,Monday,12,5,2022
12/9/2022,Before Weekend,Friday,12,9,2022
12/12/2022,After Weekend,Monday,12,12,2022
12/16/2022,Before Weekend,Friday,12,16,2022
12/19/2022,After Weekend,Monday,12,19,2022
12/23/2022,Before Weekend,Friday,12,23,2022
12/26/2022,After Weekend,Monday,12,26,2022
12/30/2022,Before Weekend,Friday,12,30,2022
1/2/2023,After Weekend,Monday,1,2,2023
1/6/2023,Before Weekend,Friday,1,6,2023
1/9/2023,After Weekend,Monday,1,9,2023
1/13/2023,Before Weekend,Friday,1,13,2023
1/16/2023,After Weekend,Monday,1,16,2023
1/20/2023,Before Weekend,Friday,1,20,2023
1/23/2023,After Weekend,Monday,1,23,2023
1/27/2023,Before Weekend,Friday,1,27,2023
1/30/2023,After Weekend,Monday,1,30,2023
2/3/2023,Before Weekend,Friday,2,3,2023
2/6/2023,After Weekend,Monday,2,6,2023
2/10/2023,Before Weekend,Friday,2,10,2023
2/13/2023,After Weekend,Monday,2,13,2023
2/17/2023,Before Weekend,Friday,2,17,2023
2/20/2023,After Weekend,Monday,2,20,2023
2/24/2023,Before Weekend,Friday,2,24,2023
2/27/2023,After Weekend,Monday,2,27,2023
3/3/2023,Before Weekend,Friday,3,3,2023
3/6/2023,After Weekend,Monday,3,6,2023
3/10/2023,Before Weekend,Friday,3,10,2023
3/13/2023,After Weekend,Monday,3,13,2023
3/17/2023,Before Weekend,Friday,3,17,2023
3/20/2023,After Weekend,Monday,3,20,2023
3/24/2023,Before Weekend,Friday,3,24,2023
3/27/2023,After Weekend,Monday,3,27,2023
3/31/2023,Before Weekend,Friday,3,31,2023
4/3/2023,After Weekend,Monday,4,3,2023
4/7/2023,Before Weekend,Friday,4,7,2023
4/10/2023,After Weekend,Monday,4,10,2023
4/14/2023,Before Weekend,Friday,4,14,2023
4/17/2023,After Weekend,Monday,4,17,2023
4/21/2023,Before Weekend,Friday,4,21,2023
4/24/2023,After Weekend,Monday,4,24,2023
4/28/2023,Before Weekend,Friday,4,28,2023
5/1/2023,After Weekend,Monday,5,1,2023
5/5/2023,Before Weekend,Friday,5,5,2023
5/8/2023,After Weekend,Monday,5,8,2023
5/12/2023,Before Weekend,Friday,5,12,2023
5/15/2023,After Weekend,Monday,5,15,2023
5/19/2023,Before Weekend,Friday,5,19,2023
5/22/2023,After Weekend,Monday,5,22,2023
5/26/2023,Before Weekend,Friday,5,26,2023
5/29/2023,After Weekend,Monday,5,29,2023
6/2/2023,Before Weekend,Friday,6,2,2023
6/5/2023,After Weekend,Monday,6,5,2023
6/9/2023,Before Weekend,Friday,6,9,2023
6/12/2023,After Weekend,Monday,6,12,2023
6/16/2023,Before Weekend,Friday,6,16,2023
6/19/2023,After Weekend,Monday,6,19,2023
6/23/2023,Before Weekend,Friday,6,23,2023
6/26/2023,After Weekend,Monday,6,26,2023
6/30/2023,Before Weekend,Friday,6,30,2023
7/3/2023,After Weekend,Monday,7,3,2023
7/7/2023,Before Weekend,Friday,7,7,2023
7/10/2023,After Weekend,Monday,7,10,2023
7/14/2023,Before Weekend,Friday,7,14,2023
7/17/2023,After Weekend,Monday,7,17,2023
7/21/2023,Before Weekend,Friday,7,21,2023
7/24/2023,After Weekend,Monday,7,24,2023
7/28/2023,Before Weekend,Friday,7,28,2023
7/31/2023,After Weekend,Monday,7,31,2023
8/4/2023,Before Weekend,Friday,8,4,2023
8/7/2023,After Weekend,Monday,8,7,2023
8/11/2023,Before Weekend,Friday,8,11,2023
8/14/2023,After Weekend,Monday,8,14,2023
8/18/2023,Before Weekend,Friday,8,18,2023
8/21/2023,After Weekend,Monday,8,21,2023
8/25/2023,Before Weekend,Friday,8,25,2023
8/28/2023,After Weekend,Monday,8,28,2023
9/1/2023,Before Weekend,Friday,9,1,2023
9/4/2023,After Weekend,Monday,9,4,2023
9/8/2023,Before Weekend,Friday,9,8,2023
9/11/2023,After Weekend,Monday,9,11,2023
9/15/2023,Before Weekend,Friday,9,15,2023
9/18/2023,After Weekend,Monday,9,18,2023
9/22/2023,Before Weekend,Friday,9,22,2023
9/25/2023,After Weekend,Monday,9,25,2023
9/29/2023,Before Weekend,Friday,9,29,2023
10/2/2023,After Weekend,Monday,10,2,2023
10/6/2023,Before Weekend,Friday,10,6,2023
10/9/2023,After Weekend,Monday,10,9,2023
10/13/2023,Before Weekend,Friday,10,13,2023
10/16/2023,After Weekend,Monday,10,16,2023
10/20/2023,Before Weekend,Friday,10,20,2023
10/23/2023,After Weekend,Monday,10,23,2023
10/27/2023,Before Weekend,Friday,10,27,2023
10/30/2023,After Weekend,Monday,10,30,2023
11/3/2023,Before Weekend,Friday,11,3,2023
11/6/2023,After Weekend,Monday,11,6,2023
11/10/2023,Before Weekend,Friday,11,10,2023
11/13/2023,After Weekend,Monday,11,13,2023
11/17/2023,Before Weekend,Friday,11,17,2023
11/20/2023,After Weekend,Monday,11,20,2023
11/24/2023,Before Weekend,Friday,11,24,2023
11/27/2023,After Weekend,Monday,11,27,2023
12/1/2023,Before Weekend,Friday,12,1,2023
12/4/2023,After Weekend,Monday,12,4,2023
12/8/2023,Before Weekend,Friday,12,8,2023
12/11/2023,After Weekend,Monday,12,11,2023
12/15/2023,Before Weekend,Friday,12,15,2023
12/18/2023,After Weekend,Monday,12,18,2023
12/22/2023,Before Weekend,Friday,12,22,2023
12/25/2023,After Weekend,Monday,12,25,2023
12/29/2023,Before Weekend,Friday,12,29,2023
